,MEMBER_NO,FFP_days,FFP_TIER,DAYS_FROM_LAST_TO_END,FLIGHT_COUNT,avg_discount,SEG_KM_SUM,P1Y_Flight_Count,L1Y_Flight_Count,runoff_flag
2041,2065,3369,4,65,6,0.7940754720000001,3710,4,2,0
2042,2066,3364,4,115,4,0.931603429,7116,1,3,0
2043,2067,3352,4,116,3,0.533990555,2541,1,2,0
2044,2068,3371,6,8,39,0.7035082690000001,66939,11,28,0
2045,2069,3346,4,137,5,0.763955407,5696,1,4,0
2046,2070,3345,4,41,15,0.7554407479999999,26092,8,7,0
2047,2071,3339,5,4,75,0.637296725,83606,42,33,0
2048,2072,3338,4,452,2,0.673359073,1036,2,0,1
2049,2073,3349,4,102,6,0.89118188,10331,5,1,0
2050,2074,3340,4,120,7,0.703869732,7569,5,2,0
2051,2075,3334,4,604,2,0.5,3934,2,0,1
2052,2076,3338,5,19,47,0.795116365,48769,24,23,0
2053,2077,3356,4,158,21,0.71760607,26492,10,11,1
2054,2078,3336,4,11,29,0.786405942,41065,17,12,0
2055,2079,3323,4,22,33,0.7571554620000001,47941,17,16,0
2056,2080,3322,5,6,39,0.726141589,39537,16,23,0
2057,2081,3325,4,206,3,0.7934063640000001,3834,2,1,0
2058,2082,3325,4,103,29,0.8283753009999999,18268,28,1,0
2059,2083,3323,4,224,4,0.8536320079999999,4174,1,3,0
2060,2084,3324,4,2,18,0.697981115,30289,4,14,0
2061,2085,3322,4,193,8,0.896938912,5975,1,7,0
2062,2086,3314,4,151,4,0.713631208,6524,3,1,0
2063,2087,3314,4,252,3,0.656066508,4210,2,1,1
2064,2088,3317,4,66,40,0.67548796,62167,25,15,0
2065,2089,3340,4,139,8,0.448575424,10726,6,2,0
2066,2090,3311,4,68,35,0.743684514,53828,19,16,0
2067,2091,3311,4,348,2,0.844143675,1921,1,1,1
2068,2092,3309,4,370,3,0.39174938,5642,3,0,1
2069,2093,3308,4,45,14,0.932037926,8754,6,8,0
2070,2094,3310,4,19,15,0.7290159390000001,23464,6,9,0
2071,2095,3306,4,127,6,0.61097458,11605,1,5,0
2072,2096,3306,4,53,2,0.34,928,0,2,1
2073,2097,3347,4,14,24,0.65072854,30568,12,12,0
2074,2098,3308,4,101,9,0.747902932,10982,5,4,0
2075,2099,3305,4,4,28,0.635102588,41769,11,17,0
2076,2100,3301,4,148,3,0.638567301,4153,0,3,1
2077,2101,3298,4,307,6,0.494589309,8437,4,2,1
2078,2102,3305,4,3,29,0.7027453459999999,24496,9,20,0
2079,2103,3303,4,146,2,0.76,3934,0,2,1
2080,2104,3300,6,2,67,1.046676247,119347,36,31,0
2081,2105,3294,4,138,19,0.6869727609999999,34619,9,10,1
2082,2106,3296,4,13,6,0.8292315790000001,6650,4,2,0
2083,2107,3291,4,141,2,0.67,1494,0,2,1
2084,2108,3296,4,507,2,0.41976637,3253,2,0,1
2085,2109,3288,4,641,2,0.7232572490000001,1621,2,0,1
2086,2110,3304,5,41,46,1.365195471,71622,28,18,0
2087,2111,3296,4,103,8,0.676259453,11108,4,4,0
2088,2112,3293,4,542,2,0.861430081,2839,2,0,1
2089,2113,3301,4,90,5,0.56319072,6638,3,2,0
2090,2114,3290,4,7,21,0.644899817,29995,14,7,0
2091,2115,3303,6,1,139,0.703798197,129859,61,78,0
2092,2116,3291,5,4,49,0.750316214,62426,21,28,0
2093,2117,3297,4,200,11,0.858967115,18124,9,2,0
2094,2118,3293,4,75,7,0.542580236,10251,5,2,0
2095,2119,3297,4,1,51,0.829807172,69907,27,24,0
2096,2120,3296,4,70,9,0.541757188,18154,4,5,0
2097,2121,3288,4,378,2,0.6460587329999999,1941,2,0,1
2098,2122,3288,4,6,24,0.598210305,20903,7,17,0
2099,2123,3293,4,110,3,0.690922319,4261,0,3,0
2100,2124,3291,4,22,7,0.71327145,9534,3,4,0
2101,2125,3282,5,7,43,0.74954391,65623,23,20,0
2102,2126,3291,4,198,11,0.716388969,20886,9,2,1
2103,2128,3286,4,523,3,0.544476172,5078,3,0,1
2104,2129,3283,6,5,136,0.82433441,145540,49,87,0
2105,2130,3291,4,151,3,0.597628726,2952,0,3,1
2106,2131,3288,4,341,2,0.6,3453,1,1,0
2107,2132,3281,4,21,13,0.724882405,21387,2,11,0
2108,2133,3278,4,76,26,0.552839985,29891,18,8,0
2109,2134,3284,4,32,52,0.747067285,70566,19,33,0
2110,2135,3278,4,330,5,1.5,10275,4,1,1
2111,2136,3319,5,47,7,1.201165036,7665,0,7,0
2112,2137,3278,6,16,131,0.944884271,220948,58,73,0
2113,2138,3280,5,4,7,0.7633723729999999,6233,2,5,0
2114,2139,3272,4,38,8,0.578756345,17336,4,4,0
2115,2140,3273,4,185,5,0.62175712,5583,3,2,1
2116,2141,3272,4,3,31,0.609631894,39418,15,16,0
2117,2142,3268,4,15,29,0.8238494590000001,34210,15,14,0
2118,2143,3273,4,74,11,0.943182207,12859,1,10,0
2119,2144,3271,4,111,17,0.783333143,17518,12,5,0
2120,2145,3266,4,21,17,0.6723352029999999,21754,10,7,0
2121,2146,3281,4,23,12,0.55,15696,1,11,0
2122,2147,3273,4,657,3,0.6645994829999999,6192,3,0,1
2123,2148,3266,4,159,26,0.8660434159999999,30726,18,8,1
2124,2149,3273,5,7,113,0.589203374,147384,53,60,0
2125,2150,3289,4,5,15,0.626015793,26467,10,5,0
2126,2151,3277,4,34,3,0.661224613,6647,0,3,0
2127,2152,3268,4,203,8,0.448988233,11218,5,3,1
2128,2153,3262,4,178,26,0.739553164,41156,20,6,1
2129,2154,3271,4,214,38,0.734821085,30657,23,15,1
2130,2155,3260,5,9,49,1.019422095,82626,25,24,0
2131,2156,3260,4,66,14,0.80826712,24416,8,6,0
2132,2157,3273,4,73,24,0.6186026689999999,56658,23,1,0
2133,2158,3266,4,174,8,0.6048392229999999,8801,5,3,0
2134,2159,3262,4,171,28,0.577823746,45321,13,15,1
2135,2160,3264,4,96,14,0.676712845,26780,8,6,0
2136,2161,3252,4,74,33,0.651431961,43828,21,12,1
2137,2162,3269,4,250,9,0.8998917790000001,16263,1,8,0
2138,2163,3259,4,6,13,0.791676039,18138,3,10,0
2139,2164,3253,4,12,41,0.663745732,49208,16,25,0
2140,2165,3268,6,2,72,0.687457067,64752,24,48,0
2141,2166,3253,4,84,8,0.573875861,9296,0,8,0
2142,2167,3251,4,238,3,0.538625412,3943,2,1,0
2143,2168,3255,5,2,28,0.69680407,91701,13,15,0
2144,2169,3251,4,130,7,0.7150821470000001,9130,1,6,0
2145,2170,3242,4,59,30,0.6565614710000001,33715,13,17,0
2146,2171,3241,4,58,3,0.825208814,3903,2,1,0
2147,2172,3248,4,89,6,0.488333333,4566,3,3,0
2148,2173,3246,4,62,8,0.6939167759999999,10718,6,2,0
2149,2174,3248,4,253,4,0.8314552690000001,5779,2,2,1
2150,2175,3247,4,217,88,0.916207119,58884,50,38,1
2151,2176,3240,4,79,3,0.8533333329999999,5901,1,2,0
2152,2177,3245,4,413,4,1.401558192,8343,4,0,1
2153,2178,3242,4,127,4,0.458376832,4368,0,4,1
2154,2179,3242,4,118,12,0.751728752,18308,7,5,0
2155,2180,3240,6,9,32,0.906512259,22840,1,31,0
2156,2181,3244,4,108,4,0.948292295,3777,2,2,0
2157,2182,3253,5,6,47,1.027577651,69445,20,27,0
2158,2183,3235,4,66,2,0.69,2616,0,2,0
2159,2184,3232,4,22,25,0.686954077,37345,3,22,0
2160,2185,3238,4,181,22,0.8087030070000001,19391,17,5,1
2161,2186,3233,4,37,12,0.639201153,22545,1,11,0
2162,2187,3233,4,129,5,0.629959455,15045,3,2,0
2163,2188,3226,4,49,6,0.680923717,7210,0,6,1
2164,2189,3225,4,645,3,0.562688189,25772,3,0,1
2165,2190,3222,4,33,23,0.71147779,27487,5,18,0
2166,2191,3226,4,238,12,0.844973595,16853,8,4,1
2167,2192,3225,4,297,7,0.476353468,7152,3,4,1
2168,2193,3227,4,37,20,0.87476981,18854,6,14,0
2169,2194,3224,5,9,41,0.723276991,57861,16,25,0
2170,2195,3280,4,124,13,0.8407139659999999,15645,11,2,0
2171,2196,3239,6,3,124,1.070194781,113615,64,60,0
2172,2197,3217,4,102,32,0.843159708,27281,28,4,1
2173,2198,3240,4,8,17,0.586807104,15879,11,6,0
2174,2199,3217,4,24,25,0.7055247170000001,39345,13,12,0
2175,2200,3288,4,84,11,0.707001091,24749,6,5,0
2176,2201,3214,4,65,12,0.78515128,16724,10,2,0
2177,2202,3217,4,3,8,0.675350461,7162,4,4,0
2178,2203,3233,4,19,16,0.50042665,20368,7,9,0
2179,2204,3258,4,127,19,0.724734019,29833,9,10,0
2180,2205,3213,5,9,69,0.794331835,53834,39,30,0
2181,2206,3212,4,279,30,0.8859158229999999,66574,24,6,1
2182,2207,3212,4,319,5,0.5008745379999999,5946,0,5,1
2183,2208,3210,4,119,5,0.468685377,5416,3,2,0
2184,2209,3209,4,205,2,0.92,1314,0,2,1
2185,2210,3220,4,265,7,0.587339203,12267,6,1,0
2186,2211,3209,6,5,29,1.40125003,41143,17,12,0
2187,2212,3205,4,319,4,0.585972085,7093,3,1,1
2188,2213,3241,4,73,2,0.32,904,0,2,1
2189,2214,3209,4,90,12,0.643358523,19982,4,8,0
2190,2215,3204,4,93,19,0.583682227,26264,11,8,0
2191,2216,3205,6,14,20,0.66019188,23817,14,6,0
2192,2217,3206,4,60,15,0.881788976,18832,7,8,0
2193,2218,3205,4,163,12,0.80102279,16367,8,4,1
2194,2219,3196,4,8,28,0.67439928,57223,13,15,0
2195,2220,3196,4,82,3,0.585943885,3279,0,3,1
2196,2221,3197,4,188,9,0.525288112,12929,6,3,1
2197,2222,3238,4,580,5,0.92,6540,5,0,1
2198,2223,3199,4,452,3,0.333333333,3585,3,0,1
2199,2224,3201,4,599,3,1.096244553,3901,3,0,1
2200,2225,3198,4,32,10,0.560768246,10934,1,9,0
2201,2226,3225,4,337,2,0.7,15199,0,2,1
2202,2227,3201,4,3,3,0.676958525,7161,2,1,0
2203,2228,3195,4,48,47,0.824805117,38305,33,14,0
2204,2229,3202,4,51,29,0.801114324,21439,18,11,0
2205,2230,3200,4,364,2,0.6493723370000001,8683,0,2,1
2206,2231,3196,4,3,25,0.670420246,23748,6,19,0
2207,2232,3199,4,154,15,0.687438097,19587,12,3,0
2208,2233,3190,4,474,2,0.694001832,3276,2,0,1
2209,2234,3190,4,69,8,0.548844924,7506,0,8,1
2210,2235,3219,4,1,12,0.8933857629999999,8583,5,7,0
2211,2236,3194,4,183,6,0.918262543,7793,2,4,0
2212,2237,3192,4,27,9,0.54393925,8395,1,8,0
2213,2238,3192,5,17,38,0.71430077,53230,13,25,0
2214,2239,3186,4,54,3,0.6266666670000001,2400,0,3,0
2215,2240,3186,4,312,2,0.596214099,2298,1,1,1
2216,2241,3188,4,67,12,0.99160602,14153,8,4,0
2217,2242,3188,4,633,2,0.45,4268,2,0,1
2218,2243,3187,5,104,18,1.337147031,21907,4,14,0
2219,2244,3189,4,13,31,0.6424950420000001,33282,14,17,0
2220,2245,3192,4,265,12,0.834108517,15850,10,2,1
2221,2246,3187,4,76,3,0.494065545,3387,1,2,0
2222,2247,3182,4,222,24,0.7579039329999999,36058,14,10,1
2223,2248,3186,5,33,33,0.984116134,36148,18,15,0
2224,2249,3190,4,19,12,0.8024815759999999,14926,7,5,0
2225,2250,3188,4,152,2,0.871890387,4671,1,1,0
2226,2251,3179,4,139,5,0.57082093,6517,2,3,0
2227,2252,3182,4,194,18,0.618802021,16628,10,8,1
2228,2253,3185,4,206,4,0.5404867870000001,5033,3,1,0
2229,2254,3186,4,167,18,0.961976362,17345,15,3,0
2230,2255,3183,4,41,6,0.461987475,12136,1,5,0
2231,2256,3184,4,519,4,0.625,5162,4,0,1
2232,2257,3178,4,293,13,1.005550006,52254,10,3,1
2233,2258,3178,4,102,11,0.646974622,13043,4,7,0
2234,2259,3190,4,53,5,0.6579999999999999,61160,0,5,0
2235,2260,3174,4,116,2,0.915711926,3027,0,2,1
2236,2261,3171,4,77,28,0.739597561,25420,14,14,1
2237,2262,3172,4,35,10,0.597796572,13302,6,4,0
2238,2263,3167,4,673,2,0.985907859,1845,2,0,1
2239,2264,3177,4,331,4,0.7126835779999999,5243,2,2,1
2240,2265,3181,4,35,12,0.725686625,10071,3,9,0
2241,2266,3167,4,103,26,0.931028495,33058,12,14,0
2242,2267,3165,5,10,65,0.784764846,78842,35,30,0
2243,2268,3170,4,495,4,0.7881096879999999,4449,4,0,1
2244,2269,3165,4,34,2,0.796336898,1122,0,2,0
2245,2270,3166,4,17,6,0.79477845,18190,1,5,0
2246,2271,3168,4,1,26,0.586341827,26803,11,15,0
2247,2272,3176,4,400,2,0.97617003,2329,2,0,1
2248,2273,3183,4,162,12,0.791858779,16414,9,3,0
2249,2274,3151,4,219,9,0.534266461,7791,7,2,1
2250,2275,3161,4,235,6,0.867131553,8088,3,3,1
2251,2276,3149,4,34,6,0.926483554,8847,4,2,0
2252,2277,3158,4,223,6,0.887901981,5958,2,4,0
2253,2278,3160,4,67,3,0.6333333329999999,6402,0,3,0
2254,2279,3153,4,89,20,0.648810393,30136,17,3,0
2255,2280,3149,4,391,2,0.6,5420,2,0,1
2256,2281,3163,5,5,33,0.783964051,44563,18,15,0
2257,2282,3165,4,74,14,0.793281075,10716,9,5,0
2258,2283,3148,4,180,12,0.769027683,23552,4,8,0
2259,2284,3152,4,75,11,0.739895355,52081,4,7,0
2260,2285,3151,4,165,4,0.621456447,4971,3,1,0
2261,2286,3154,4,299,2,1.331035565,3824,1,1,0
2262,2287,3147,4,33,5,0.477245414,6324,3,2,0
2263,2288,3143,4,147,9,0.677652395,11795,6,3,0
2264,2289,3145,5,33,51,0.71721018,77134,19,32,0
2265,2290,3151,4,69,24,0.885900383,16704,15,9,0
2266,2291,3147,4,111,9,0.6335744000000001,12500,4,5,0
2267,2292,3147,4,296,8,0.649398823,11045,6,2,1
2268,2293,3139,4,170,5,0.8730165590000001,6945,4,1,0
2269,2294,3149,4,10,3,0.653340471,2802,0,3,0
2270,2295,3131,4,312,3,1.0,3556,2,1,1
2271,2296,3150,5,30,3,1.44,6294,1,2,0
2272,2297,3153,4,343,7,1.486504374,13145,6,1,1
2273,2298,3169,4,12,30,0.8442723059999999,24612,12,18,0
2274,2299,3141,5,10,23,0.995652174,47771,11,12,0
2275,2300,3197,4,35,15,0.80636273,16045,4,11,0
2276,2301,3151,4,334,5,0.629177854,7821,2,3,1
2277,2302,3140,4,190,13,0.58837493,23199,8,5,1
2278,2303,3137,6,13,84,0.811427392,139338,45,39,0
2279,2304,3127,4,6,14,0.642978599,49483,8,6,0
2280,2305,3127,4,50,23,0.78335248,39520,11,12,0
2281,2306,3127,4,26,20,0.78070074,27842,6,14,0
2282,2307,3134,4,279,21,0.914024497,37801,17,4,1
2283,2308,3132,4,157,2,0.75,5574,0,2,1
2284,2309,3157,4,170,3,0.842964748,3319,2,1,0
2285,2310,3135,5,61,61,0.8973846209999999,82229,38,23,0
2286,2311,3137,5,38,16,0.684955022,29348,2,14,0
2287,2312,3130,5,8,16,0.7711216040000001,29119,5,11,0
2288,2313,3143,4,1,5,0.735665896,9949,0,5,0
2289,2314,3129,4,532,6,0.7,8296,6,0,1
2290,2315,3137,4,76,14,0.767595354,14551,3,11,0
2291,2316,3132,4,5,47,0.7359828959999999,60337,28,19,0
2292,2317,3131,4,159,10,0.55664098,14534,2,8,0
2293,2318,3136,4,11,10,0.708251788,17618,6,4,0
2294,2319,3128,6,4,49,0.590493942,44236,19,30,0
2295,2320,3164,4,81,13,0.591720454,18065,8,5,0
2296,2321,3127,4,138,18,0.471541254,21210,9,9,1
2297,2322,3126,4,79,3,0.6302305029999999,5770,0,3,0
2298,2323,3119,4,150,7,0.625115732,13177,2,5,0
2299,2324,3132,4,14,21,0.655280899,25009,10,11,0
2300,2325,3115,4,10,22,0.617763737,27698,8,14,0
2301,2326,3115,4,21,15,0.6623079070000001,14303,7,8,0
2302,2327,3119,4,10,17,0.586918315,29883,7,10,0
2303,2328,3118,4,342,7,0.8713702959999999,12012,5,2,1
2304,2329,3124,4,187,9,1.254737138,7114,4,5,0
2305,2330,3114,4,95,6,0.621886255,10884,0,6,1
2306,2331,3116,4,32,25,0.7152878140000001,31166,9,16,0
2307,2332,3121,4,232,8,0.516775148,9464,5,3,1
2308,2333,3115,4,4,8,0.897712497,12459,2,6,0
2309,2334,3130,4,618,4,0.713398421,2407,4,0,1
2310,2335,3113,4,75,26,0.723236102,44396,7,19,1
2311,2336,3121,4,81,21,0.8280877590000001,16682,10,11,0
2312,2337,3112,4,50,20,0.633030069,23346,12,8,0
2313,2338,3111,5,61,15,0.764124461,28057,5,10,0
2314,2339,3107,4,28,10,0.665237939,12167,5,5,0
2315,2340,3111,4,3,6,0.653608812,7490,1,5,0
2316,2341,3108,4,206,2,0.465,7298,0,2,1
2317,2342,3114,5,18,46,0.6400514860000001,66038,16,30,0
2318,2343,3112,4,109,20,0.776139221,26404,11,9,1
2319,2344,3110,4,112,2,0.418929254,2615,0,2,0
2320,2345,3100,4,459,4,0.591334287,5591,4,0,1
2321,2346,3098,4,49,4,0.684913966,6974,0,4,1
2322,2347,3113,4,225,10,0.59100974,17351,6,4,1
2323,2349,3093,4,7,31,0.610340102,61364,13,18,0
2324,2350,3106,4,509,2,0.4,2616,2,0,1
2325,2351,3093,4,154,2,0.462981366,2254,0,2,1
2326,2352,3099,6,11,96,0.72174598,134194,48,48,0
2327,2353,3094,4,56,4,0.738899975,16236,1,3,0
2328,2354,3099,6,2,27,0.636575792,32279,2,25,0
2329,2355,3087,4,40,21,0.6999339,35855,13,8,0
2330,2356,3099,4,11,27,0.75183534,33803,11,16,0
2331,2357,3084,5,39,30,0.89431353,39135,18,12,0
2332,2358,3081,4,3,14,0.737823268,15730,8,6,0
2333,2359,3107,4,113,9,0.639784142,9358,1,8,0
2334,2360,3096,5,6,63,0.63862023,65337,32,31,0
2335,2361,3086,4,5,29,0.543780929,39001,6,23,0
2336,2362,3091,4,40,23,0.460834273,25723,15,8,0
2337,2363,3105,5,8,25,0.810051643,23043,11,14,0
2338,2364,3081,4,71,2,0.793978307,2858,0,2,1
2339,2365,3086,4,552,2,0.821520468,2565,2,0,1
2340,2366,3091,4,86,4,0.767897423,3919,1,3,0
2341,2367,3081,4,34,14,0.564629921,19050,1,13,0
2342,2368,3088,4,242,2,0.757785235,2682,1,1,0
2343,2369,3074,4,15,13,0.977268206,18098,9,4,0
2344,2370,3081,4,3,13,0.724614588,14491,5,8,0
2345,2371,3078,4,14,10,0.841925783,18190,6,4,0
2346,2372,3088,4,105,37,0.8892677720000001,36068,18,19,1
2347,2373,3098,5,12,16,0.995148503,16902,3,13,0
2348,2374,3076,4,12,12,0.60419172,14469,5,7,0
2349,2375,3078,4,20,26,0.7514805809999999,36202,11,15,0
2350,2376,3077,4,1,4,0.85126408,7191,0,4,0
2351,2377,3077,4,233,8,0.817849026,11088,3,5,0
2352,2378,3076,4,23,26,0.634367618,33698,2,24,0
2353,2379,3074,4,281,10,0.66871016,14025,7,3,1
2354,2380,3065,5,9,51,0.810541273,92227,23,28,0
2355,2381,3074,4,261,3,0.934842767,3498,1,2,0
2356,2382,3066,4,48,40,0.663768599,62368,19,21,0
2357,2383,3079,4,17,15,0.542116724,25119,4,11,0
2358,2384,3066,4,1,27,0.733549867,27463,12,15,0
2359,2385,3074,4,270,2,0.683685311,1913,0,2,1
2360,2386,3062,4,8,8,0.609571189,8955,0,8,0
2361,2387,3066,4,85,12,0.554051647,17968,5,7,1
2362,2388,3049,4,17,27,0.732135085,34556,8,19,0
2363,2389,3073,4,8,15,0.7520034290000001,11081,6,9,0
2364,2390,3055,4,6,16,1.393965114,14103,11,5,0
2365,2391,3135,4,3,28,0.749054676,27599,16,12,0
2366,2392,3055,4,11,36,0.667499124,65657,25,11,0
2367,2393,3049,4,26,54,1.01908183,42857,38,16,0
2368,2394,3060,4,15,17,0.652885959,29051,8,9,0
2369,2395,3048,6,2,60,0.69633966,94677,18,42,0
2370,2396,3048,4,33,12,0.846474057,12720,8,4,0
2371,2397,3046,5,13,48,0.87476149,48237,20,28,0
2372,2398,3043,4,44,17,0.8521670440000001,23862,11,6,0
2373,2399,3065,4,660,3,0.576536751,3823,3,0,1
2374,2400,416,4,21,3,0.406666667,1437,0,3,0
2375,2401,2482,4,171,3,0.825259428,3951,2,1,0
2376,2402,2435,4,91,13,1.138111157,21897,4,9,0
2377,2403,2327,4,4,31,0.890958702,38573,12,19,0
2378,2404,2974,4,10,17,0.671103757,38378,6,11,0
2379,2405,2275,5,27,19,1.4431086830000002,32673,8,11,0
2380,2406,2343,4,400,15,0.8196191340000001,22055,15,0,1
2381,2407,2516,4,211,5,0.868303087,8486,3,2,0
2382,2408,2526,4,4,10,0.5443558279999999,5216,4,6,0
2383,2409,2509,4,236,2,0.796820693,1991,0,2,1
2384,2410,2250,4,121,2,0.77,4986,0,2,1
2385,2411,2443,4,74,19,0.6005263160000001,37373,12,7,0
2386,2412,2377,4,114,11,0.7114204270000001,10173,3,8,0
2387,2413,2448,4,115,4,0.779054626,4961,0,4,1
2388,2414,2547,4,14,4,1.23368818,8088,2,2,0
2389,2415,1260,4,699,3,0.8,6231,3,0,1
2390,2416,2518,4,49,7,0.710220973,13169,4,3,0
2391,2417,2496,4,149,10,0.695461575,12544,7,3,1
2392,2418,2457,4,191,6,0.617851328,10318,3,3,1
2393,2419,2537,4,256,5,0.613188556,5802,3,2,1
2394,2420,2320,4,4,23,0.745217391,9499,9,14,0
2395,2421,2496,4,117,7,0.8684028890000001,11909,4,3,0
2396,2422,2533,4,352,2,0.4268562870000001,1670,1,1,1
2397,2423,2409,4,33,14,0.69525237,19515,5,9,0
2398,2424,2456,4,55,5,0.8118548259999999,6475,0,5,0
2399,2425,2514,4,113,3,0.65413912,3479,0,3,1
2400,2426,2483,4,684,4,0.866500679,2209,4,0,1
2401,2427,2512,5,10,48,1.453157218,68459,21,27,0
2402,2428,2527,4,70,11,0.6417111560000001,12325,7,4,0
2403,2429,2475,4,124,13,0.8852220359999999,13759,9,4,0
2404,2430,2435,4,212,3,0.563333333,5901,1,2,0
2405,2431,1724,4,90,2,0.372929807,4915,0,2,0
2406,2432,2240,4,2,4,0.722452137,3813,1,3,0
2407,2433,2512,4,39,6,0.56015743,6225,5,1,0
2408,2434,2501,4,296,3,0.797107115,6395,2,1,1
2409,2435,2374,4,539,4,0.85,3044,4,0,1
2410,2436,1248,4,15,11,0.656394058,12521,4,7,0
2411,2437,2378,4,316,2,0.365283843,2061,1,1,1
2412,2438,2538,6,582,3,0.820895052,3173,3,0,1
2413,2439,2544,4,30,11,0.745987319,13248,4,7,0
2414,2440,2510,4,6,13,0.721343581,21078,3,10,0
2415,2441,2149,4,148,2,0.7241941559999999,3183,0,2,1
2416,2442,2343,4,2,8,0.551605009,8785,3,5,0
2417,2443,2493,4,380,11,0.775350365,14913,11,0,1
2418,2444,2437,4,111,19,0.7637542359999999,53417,11,8,0
2419,2445,2483,4,42,2,0.249624765,2132,1,1,0
2420,2446,2496,4,67,6,0.485773803,9505,0,6,0
2421,2447,2503,4,32,37,0.823279567,51519,27,10,0
2422,2448,2492,4,458,4,0.476814971,6653,4,0,1
2423,2449,2499,4,29,19,0.729982043,19491,11,8,0
2424,2450,2450,4,241,23,0.693230595,36306,19,4,1
2425,2451,2451,4,123,10,0.66141096,11113,6,4,0
2426,2452,607,4,339,13,0.70233463,18761,10,3,1
2427,2453,2507,4,671,8,0.673616258,8636,8,0,1
2428,2454,2399,4,118,3,0.6756970609999999,2654,2,1,0
2429,2455,2440,4,4,4,1.295815811,6135,0,4,0
2430,2456,2497,4,5,30,0.6856116,25793,7,23,0
2431,2457,2473,4,222,2,0.8616319440000001,4032,0,2,1
2432,2458,2518,4,4,6,0.899013482,9346,1,5,0
2433,2459,2398,4,8,24,0.904848283,22575,7,17,0
2434,2460,2394,4,124,22,0.759941135,25822,6,16,0
2435,2461,2496,4,350,3,0.458782051,3120,2,1,1
2436,2463,2547,4,1,12,0.6231169870000001,17549,1,11,0
2437,2464,2557,4,244,7,0.558150108,9260,2,5,0
2438,2465,2320,5,4,70,0.71282439,70833,32,38,0
2439,2466,2348,4,86,25,0.7654800629999999,39224,7,18,0
2440,2467,2517,4,326,3,0.839354438,4833,2,1,1
2441,2468,2374,4,62,3,0.524944278,19382,0,3,1
2442,2469,2545,4,22,6,0.630826059,6186,3,3,0
2443,2470,2512,4,62,43,0.71011991,26353,24,19,0
2444,2471,2530,4,149,7,0.79503437,9747,3,4,0
2445,2472,2520,6,9,84,0.715400813,101344,28,56,0
2446,2473,2520,6,82,24,0.6914370940000001,30172,2,22,0
2447,2474,2526,4,23,2,0.541433621,2546,0,2,0
2448,2475,2453,4,258,2,1.45388377,2822,1,1,1
2449,2476,2347,4,149,14,0.662395234,19305,12,2,0
2450,2477,2494,4,331,4,0.7375,8308,3,1,0
2451,2478,2153,4,66,39,0.729428338,71091,26,13,0
2452,2479,2504,4,167,2,0.974545455,1782,1,1,0
2453,2480,2365,4,22,11,0.592532897,15579,2,9,0
2454,2481,2532,4,164,5,0.818308824,3400,1,4,1
2455,2482,2530,4,332,3,0.55606161,3019,2,1,1
2456,2483,2486,4,69,14,0.56298432,25128,9,5,0
2457,2484,2486,4,234,5,0.436,5975,3,2,1
2458,2485,2492,4,357,2,1.191766907,3741,1,1,1
2459,2486,2498,4,189,15,0.587455003,13501,8,7,0
2460,2487,2531,4,49,9,0.862922173,20584,4,5,0
2461,2488,2514,4,214,4,0.713210604,4753,2,2,1
2462,2489,2513,4,320,4,0.657092899,6577,3,1,1
2463,2490,2457,5,6,35,0.745936918,61729,17,18,0
2464,2491,2529,4,31,35,0.779616915,37198,12,23,0
2465,2492,2540,4,532,5,0.516026988,9041,5,0,1
2466,2493,2518,4,16,18,0.661374527,27755,5,13,0
2467,2494,2436,4,440,5,0.890384615,5980,5,0,1
2468,2495,1705,4,633,2,0.674901575,3048,2,0,1
2469,2496,2531,4,19,23,0.868464226,19749,15,8,0
2470,2497,2461,4,561,3,1.0,2070,3,0,1
2471,2498,2494,4,12,12,0.800625405,13879,5,7,0
2472,2499,2496,4,555,2,1.0,1622,2,0,1
2473,2500,2445,4,364,3,0.7333333329999999,36696,2,1,1
2474,2501,2491,4,10,21,0.6305082329999999,36499,11,10,0
2475,2502,2478,4,137,8,0.892327089,8328,3,5,0
2476,2503,2488,5,77,19,0.774517903,27816,12,7,0
2477,2504,1919,4,6,14,0.7474580740000001,18604,6,8,0
2478,2505,2519,4,171,6,1.3982146219999998,6374,3,3,0
2479,2506,2533,4,19,21,0.784956985,18598,11,10,0
2480,2507,2532,4,81,4,0.829413375,5114,0,4,1
2481,2508,2536,4,7,27,0.7735328770000001,24957,11,16,0
2482,2509,2539,4,492,2,0.5,2158,2,0,1
2483,2510,2485,4,279,3,0.576669578,8014,2,1,1
2484,2511,2386,4,488,5,0.710348036,5373,5,0,1
2485,2512,2506,4,15,2,0.8374874640000001,3789,0,2,0
2486,2513,2432,4,503,4,0.8354322890000001,4534,4,0,1
2487,2514,2519,4,19,2,0.714462285,2678,0,2,0
2488,2515,1939,4,79,8,0.8458378259999999,9089,0,8,1
2489,2516,2516,4,4,25,0.62919349,38772,13,12,0
2490,2517,2404,4,117,5,0.596,9835,2,3,0
2491,2518,2101,4,96,2,0.34,1312,0,2,1
2492,2519,2493,4,4,17,0.56688969,23017,5,12,0
2493,2520,2506,4,4,4,1.4635807580000002,4594,2,2,0
2494,2521,2504,4,25,31,0.6780397109999999,32485,17,14,0
2495,2522,2529,4,253,2,0.566589595,1903,1,1,1
2496,2523,2494,4,193,5,0.7444342740000001,18463,0,5,1
