MEMBER_NO,FFP_TIER,GENDER,age,ZL,ZR,ZF,ZM,ZC,K
12605,4,ÄÐ,37,0.167238537,0.56447674,-0.06883887,0.146883826,-0.506915149,B
12608,4,ÄÐ,66,0.647303613,-0.845788281,1.06505898,2.354816202,0.308791774,B
12609,4,ÄÐ,39,0.207342253,-0.509748569,-0.281444717,-0.162767254,-1.15747824,B
12622,4,ÄÐ,72,0.676791639,-0.603398981,-0.139707486,-0.033282848,-0.411484127,B
12623,4,ÄÐ,35,0.63314936,-0.889859063,0.285504208,0.007519465,-1.504652166,B
12629,4,ÄÐ,54,0.535249111,0.718724476,-0.352313333,-0.417413587,-1.403170718,B
12637,4,Å®,40,0.609558938,-0.542801656,1.135927596,2.72821199,-0.029164807,B
12641,4,ÄÐ,45,0.155443326,-0.724593631,-0.352313333,-0.180057175,-0.130236761,B
12646,4,ÄÐ,37,0.492786352,-0.195744248,0.285504208,-0.254061836,1.221064941,B
12656,5,Å®,33,0.56709618,-0.917403302,1.915482368,2.409250952,3.632590866,B
12657,4,Å®,57,0.381911372,-0.713575936,1.419402059,1.216103923,0.050093374,B
12658,4,Å®,36,0.580070912,-0.840279434,1.632007906,1.815598674,-0.359329148,B
12677,4,ÄÐ,43,0.234471238,-0.834770586,0.072898361,0.009466956,0.403827883,B
12679,4,ÄÐ,37,0.555300969,-0.46016894,0.994190365,0.05430675,0.58272933,B
12682,6,ÄÐ,49,0.598943249,-0.87333252,0.072898361,0.393835194,1.463528444,B
12700,6,ÄÐ,47,0.163699974,-0.619925524,0.356372824,0.523794598,2.682555269,B
12702,4,ÄÐ,71,0.630790318,0.090715834,-0.494050564,-0.640092566,-1.381752722,B
12704,4,ÄÐ,32,0.541146716,-0.33897429,0.072898361,-0.073515163,-0.389962638,B
12705,4,ÄÐ,57,0.541146716,-0.548310504,0.072898361,-0.068337687,0.146616466,B
12735,4,ÄÐ,41,0.547044322,-0.454660092,0.285504208,-0.32953899,0.907952742,B
12741,4,ÄÐ,47,0.486888747,-0.047005359,-0.494050564,-0.59112029,2.715477135,B
12747,4,Å®,37,0.551762406,0.030118509,-0.494050564,-0.421403568,-0.087667134,B
12749,4,ÄÐ,40,0.535249111,-0.911894454,2.198956831,2.003412813,0.138129471,B
12762,4,ÄÐ,57,0.565916659,-0.53178396,0.143766977,0.385617731,-1.550952203,B
12771,4,ÄÐ,43,-0.104051309,-0.939438693,2.907642988,1.914018223,-0.009737767,B
12778,4,ÄÐ,48,-0.269184259,0.955604929,-0.494050564,-0.32944399,0.421027395,B
12779,4,Å®,36,0.542326237,-0.173708857,-0.494050564,-0.496500724,-0.708775516,B
12794,4,ÄÐ,36,0.555300969,-0.829261738,0.356372824,0.439102486,0.103432502,B
12801,5,ÄÐ,46,0.109442004,-0.911894454,3.899803607,4.684823018,-0.950533826,B
12824,4,ÄÐ,50,0.552941927,-0.807226347,0.568978671,1.100489453,3.696713075,B
12825,4,ÄÐ,46,0.549403364,-0.405080462,-0.281444717,-0.285411692,3.922976008,B
12836,5,Å®,37,0.498683958,-0.113111532,0.852453133,0.656888987,-0.219843744,B
12838,4,ÄÐ,59,0.560019053,-0.377536224,-0.352313333,-0.575445362,0.503173903,B
12839,4,ÄÐ,,0.129493863,-0.636452067,-0.494050564,-0.420026075,-0.134555378,B
12853,4,ÄÐ,40,0.517556295,-0.884350216,0.285504208,0.199086087,-0.969233658,B
12859,4,ÄÐ,32,-0.128821252,-0.553819351,-0.494050564,-0.627505123,0.097226449,B
12863,4,ÄÐ,37,0.531710548,-0.939438693,2.0572196,1.935963123,-0.313800805,B
12872,4,Å®,45,0.274574954,0.079698139,-0.494050564,-0.549035483,-0.273615965,B
12888,4,Å®,46,0.477452578,0.129277768,0.285504208,-0.115029973,1.154352944,B
12893,4,Å®,42,0.324114839,-0.713575936,0.072898361,0.114441475,-0.811702986,B
12899,4,ÄÐ,39,0.477452578,-0.355500833,1.206796212,1.001594907,-0.031949873,B
12909,4,ÄÐ,31,0.295806334,-0.878841368,-0.352313333,-0.509040666,0.350353801,B
12921,4,ÄÐ,46,-0.161847842,-0.63094322,0.072898361,-0.072707667,0.707966589,B
12922,4,Å®,52,0.003285108,-0.939438693,0.568978671,0.030271861,0.661150632,B
12935,4,ÄÐ,53,0.258061659,-0.184726553,1.135927596,0.640691562,-0.088086956,B
12936,4,ÄÐ,70,0.393706582,-0.889859063,0.356372824,0.607346715,-0.471625949,B
12938,4,ÄÐ,43,0.440887425,-0.647469763,0.285504208,-0.035895336,1.418098601,B
12943,4,ÄÐ,45,-0.153591194,-0.933929845,-0.352313333,-0.378748764,1.315164985,B
12947,4,Å®,32,0.168418058,0.917042995,-0.352313333,-0.574732865,0.68884773,B
12948,4,ÄÐ,54,0.293447291,-0.829261738,0.710715902,0.978795011,-0.253812804,B
12958,4,Å®,43,0.300524418,-0.675014002,0.143766977,1.190264042,0.286992072,B
12961,4,Å®,35,0.45740072,-0.933929845,0.710715902,1.986787889,0.238211663,B
12962,4,ÄÐ,42,0.476273057,0.509388262,-0.494050564,-0.417841085,-0.932450544,B
12965,4,ÄÐ,73,0.390168019,0.768304106,-0.494050564,-0.315954052,-0.174103584,B
12974,4,ÄÐ,40,0.189649437,-0.454660092,0.639847286,0.34662041,-0.042726413,B
12978,4,ÄÐ,36,-0.120564604,-0.92291215,0.923321749,0.762243504,1.164469711,B
12988,4,Å®,29,-0.298672286,-0.416098158,0.143766977,0.534482049,0.055321215,B
13002,4,ÄÐ,45,0.444425988,-0.768664413,-0.06883887,-0.070902675,-0.540614359,B
13004,4,Å®,54,0.272215912,0.278016657,-0.494050564,-0.496168226,-1.169261785,B
13016,5,ÄÐ,39,0.447964552,-0.013952273,0.143766977,0.035924335,0.135929672,B
13021,4,ÄÐ,44,0.497504437,-0.553819351,1.702876521,0.667623938,0.19662925,B
13023,4,ÄÐ,,-0.180720179,-0.272868117,0.214635592,0.251715845,0.406983289,B
13047,5,ÄÐ,46,0.484529705,-0.372027376,0.498110055,0.629956611,-0.096443114,B
13057,4,ÄÐ,45,-0.28097947,-0.614416676,1.06505898,0.131493896,1.930345159,B
13058,4,Å®,27,0.220316985,-0.697049393,-0.494050564,-0.681417376,-1.211510544,B
13061,4,ÄÐ,52,0.400783709,-0.851297129,0.498110055,8.753796861,-0.221000668,B
13063,5,ÄÐ,32,0.414937962,-0.900876759,0.994190365,0.574191867,1.137848323,B
13067,5,ÄÐ,47,0.442066946,-0.867823672,4.325015301,5.584801392,-0.027556292,B
13071,4,ÄÐ,61,0.427912693,-0.92291215,0.214635592,0.000584497,-1.736321626,B
13085,5,ÄÐ,36,0.373654724,-0.691540545,-0.494050564,-0.074607658,-0.298425678,B
13095,4,ÄÐ,64,0.432630778,-0.774173261,0.710715902,0.301780616,-0.667962321,B
13105,5,ÄÐ,37,0.306422023,-0.867823672,2.624168525,2.390868537,0.328369846,B
13106,4,ÄÐ,42,0.279293039,-0.465677788,-0.494050564,-0.361221344,0.15690521,B
13108,5,ÄÐ,46,-0.467343799,-0.840279434,7.514103006,6.007501953,-0.065525464,B
13110,4,ÄÐ,65,0.426733172,-0.917403302,0.356372824,0.048939275,0.505135579,B
13120,4,ÄÐ,47,0.40196323,-0.096584989,-0.494050564,-0.582285331,-0.04965535,B
13122,4,Å®,39,0.118878173,-0.28939466,0.781584518,0.33569546,-0.347124342,B
13126,4,Å®,42,0.312319629,-0.906385607,0.002029746,-0.213164523,-0.388946652,B
13128,4,Å®,38,-1.045309124,-0.862314825,0.994190365,0.037159329,0.292123789,B
13133,4,ÄÐ,35,0.397245146,-0.052514207,-0.210576101,-0.234064427,-0.527295361,B
13137,4,ÄÐ,55,-0.684375676,-0.889859063,0.427241439,0.7195887,-0.201590699,B
13175,4,Å®,53,0.272215912,-0.294903508,0.356372824,0.475107321,0.740512008,B
13181,4,ÄÐ,39,0.288729207,-0.377536224,0.356372824,0.253900835,-0.064952759,B
13182,4,Å®,31,0.299344897,-0.933929845,3.474591913,3.879939209,-0.245461596,B
13199,4,ÄÐ,38,-0.1594888,-0.559328199,0.498110055,-0.024400389,0.159574443,B
13213,5,ÄÐ,50,0.195547043,-0.944947541,2.269825447,2.092332406,1.053061765,B
13232,4,ÄÐ,69,0.238009801,-0.768664413,1.348533443,0.96155259,0.368428194,B
13233,4,ÄÐ,52,0.263959265,-0.8017175,-0.210576101,-0.352386385,-0.885176196,B
13238,4,Å®,41,0.272215912,0.00257427,0.568978671,0.27242575,-0.050394752,B
13241,4,ÄÐ,42,-0.132359815,0.300052048,0.002029746,-0.031382857,-0.191067338,B
13242,4,ÄÐ,38,-0.119385083,0.349631678,-0.494050564,-0.325501508,0.095759343,B
13245,4,ÄÐ,52,0.206162732,-0.327956594,0.143766977,-0.050145271,-1.600756865,B
13255,4,ÄÐ,48,0.091749188,-0.256341573,-0.352313333,-0.328446495,0.048041844,B
13259,4,ÄÐ,46,0.079953978,-0.421607006,-0.352313333,-0.579435344,-0.051630352,B
13263,4,ÄÐ,55,0.171956621,-0.856805977,0.710715902,0.706003762,-0.396763108,B
13267,4,ÄÐ,46,-0.737454124,0.244963571,-0.281444717,-0.468475852,0.222466651,B
13287,4,Å®,38,0.140109552,0.090715834,-0.210576101,-0.479020804,0.668874664,B
13303,4,ÄÐ,38,0.190828958,0.917042995,-0.494050564,-0.591595288,1.010077781,B
13304,4,ÄÐ,46,0.217957943,-0.862314825,0.427241439,0.147833822,-0.801822286,B
13305,4,ÄÐ,48,0.169597579,-0.735611327,1.135927596,0.986489976,-0.229873941,B
13307,4,ÄÐ,40,-0.003792018,-0.46016894,-0.352313333,-0.114032478,-0.2518476,B
13308,4,ÄÐ,41,0.209701295,-0.757646718,0.994190365,0.785328398,-0.133272778,B
13310,4,ÄÐ,38,0.219137464,-0.559328199,0.143766977,-0.371576297,0.480558152,B
13316,4,ÄÐ,36,0.11533961,-0.652978611,0.143766977,0.027184375,-0.299150206,B
13318,4,Å®,54,0.208521774,-0.553819351,1.135927596,0.550014477,-0.305372317,B
13336,4,ÄÐ,47,0.090569667,-0.834770586,0.568978671,0.437629993,-0.033091686,B
13340,4,ÄÐ,50,0.095287752,-0.8017175,0.356372824,0.268863267,-0.866775947,B
13357,5,ÄÐ,48,0.12713482,-0.774173261,0.852453133,1.121721856,2.861485082,B
13385,4,ÄÐ,38,-0.448471462,-0.911894454,1.632007906,0.530729566,-1.015082928,B
13390,6,Å®,50,-0.370623071,-0.900876759,2.978511603,0.30966558,0.160573202,B
13420,4,ÄÐ,35,0.024516487,-0.774173261,1.915482368,1.106711925,0.034719886,B
13424,4,ÄÐ,47,-0.01676675,-0.713575936,-0.281444717,-0.182099666,0.402836687,B
13431,4,ÄÐ,38,-0.234978148,-0.372027376,0.356372824,0.29869313,2.553643087,B
13433,4,ÄÐ,46,-0.236157669,-0.080058446,0.498110055,0.295225646,-0.113401404,B
13438,4,ÄÐ,54,-0.000253455,0.39370246,0.356372824,0.591054289,2.403787916,B
13441,5,ÄÐ,51,0.068158767,-0.911894454,2.765905756,1.972110457,0.415499418,B
13460,4,ÄÐ,43,-0.127641731,-0.785190956,1.490270674,0.467269857,0.306158265,B
13466,4,Å®,36,0.015080319,-0.823752891,0.568978671,0.574856864,-0.319407448,B
13468,4,ÄÐ,47,0.006823671,-0.713575936,0.639847286,0.764570994,-0.442972789,B
13476,4,ÄÐ,58,0.06108164,-0.625434372,-0.210576101,-0.333101473,-0.147448409,B
13492,4,Å®,55,-0.397752056,-0.686031697,-0.281444717,-0.545093001,-0.979991224,B
13498,4,Å®,36,-0.329339834,-0.366518528,0.710715902,0.168876225,-0.362679513,B
13505,5,ÄÐ,40,-0.146514068,-0.735611327,0.781584518,0.661543966,0.066605386,B
13506,4,ÄÐ,51,-0.098153704,-0.096584989,0.072898361,-0.162577255,0.019964332,B
13510,4,ÄÐ,45,-0.010869145,-0.135146923,0.143766977,0.102234031,-1.40685545,B
13514,4,ÄÐ,47,-0.173643053,-0.151673466,-0.352313333,-0.260046808,-0.172541739,B
13527,4,ÄÐ,56,0.020977924,-0.768664413,-0.06883887,-0.257719319,-0.66770992,B
13532,4,ÄÐ,32,-0.029741482,-0.774173261,-0.281444717,-0.319231537,-0.213589811,B
13541,4,ÄÐ,42,0.006823671,-0.201253096,0.072898361,0.207826046,1.772924542,B
13545,4,ÄÐ,36,-0.036818608,-0.471186635,-0.494050564,-0.431046024,-1.54443929,B
13560,5,ÄÐ,42,-0.469702841,-0.939438693,0.143766977,-0.042355306,3.404081502,B
13566,5,ÄÐ,49,-0.108769394,-0.878841368,3.19111745,2.552937794,0.685296676,B
13567,4,ÄÐ,59,-0.066306635,-0.735611327,1.277664827,2.154889619,0.368150971,B
13573,4,Å®,38,-0.93089558,-0.394062767,-0.494050564,-0.266744277,-1.047277561,B
13587,4,ÄÐ,48,-0.349391692,0.206401637,-0.281444717,-0.285934189,-0.146396358,B
13589,5,ÄÐ,43,-0.039177651,-0.87333252,2.624168525,1.578147263,0.387093519,B
13598,4,Å®,57,-0.266825217,-0.195744248,0.072898361,0.449314939,-0.108524046,B
13621,4,ÄÐ,45,-0.048613819,-0.608907829,0.143766977,0.502182197,-0.842360839,B
13646,4,ÄÐ,52,-0.019125792,-0.933929845,-0.210576101,0.616609172,-0.616108401,B
13649,5,ÄÐ,51,-0.226721501,-0.812735195,1.135927596,0.980600003,4.003276241,B
13662,4,ÄÐ,47,-0.069845198,-0.465677788,-0.494050564,-0.619050162,0.181431012,B
13663,4,ÄÐ,52,-0.054511424,-0.63094322,-0.281444717,-0.101682534,-0.171109951,B
13666,4,ÄÐ,47,-0.201951558,-0.487713178,-0.281444717,-0.387393724,-0.440981691,B
13669,4,Å®,50,-0.213746769,-0.928420998,1.419402059,2.315486382,-0.895551444,B
13671,4,ÄÐ,50,-0.133539336,-0.256341573,-0.139707486,-0.431236023,0.547558279,B
13677,4,ÄÐ,52,-0.678478071,-0.619925524,-0.281444717,-0.163859749,0.184062362,B
13687,4,Å®,52,1.205217079,-0.520766265,0.498110055,0.41863008,3.700875302,B
13692,4,ÄÐ,29,-0.168924968,-0.906385607,0.710715902,0.493014739,-0.848907361,B
13707,4,ÄÐ,45,-0.388315887,-0.559328199,0.356372824,0.033359346,0.334986388,B
13719,4,ÄÐ,57,-0.094615141,-0.498730874,0.639847286,0.734076133,0.526803222,B
13721,4,ÄÐ,35,-0.206669643,-0.741120174,0.285504208,0.582789327,0.324804795,B
13723,4,ÄÐ,42,-0.199592516,0.068680443,-0.139707486,-0.361886341,0.613038588,B
13729,4,ÄÐ,41,-0.216105811,-0.87333252,1.844613753,1.719839114,0.380569293,B
13740,4,ÄÐ,42,-0.137077899,-0.768664413,-0.281444717,-0.265509283,-0.087097291,B
13750,4,ÄÐ,62,-0.022664356,-0.438133549,0.781584518,1.165516655,3.968500423,B
13757,4,ÄÐ,29,-0.194874432,0.151313159,-0.352313333,-0.520203115,-0.112271796,B
13763,4,ÄÐ,62,-0.284518033,-0.261850421,-0.494050564,2.082309951,-0.866619633,B
13771,4,ÄÐ,45,-0.703248013,0.625074065,-0.494050564,2.082309951,-0.076718515,B
13781,4,ÄÐ,45,-0.442573857,-0.432624701,1.135927596,1.754371455,0.2878724,B
13783,4,ÄÐ,38,-0.249132401,-0.939438693,0.781584518,0.94858515,-0.852255952,B
13785,4,Å®,39,-0.041536693,-0.768664413,0.143766977,0.102899028,0.002116463,B
13794,5,ÄÐ,37,-0.378879719,-0.774173261,3.261986066,2.343748753,-0.22991639,B
13796,4,ÄÐ,53,-0.46852332,-0.377536224,-0.139707486,-0.172172211,-0.610078193,B
13803,4,ÄÐ,48,-0.332878397,-0.829261738,0.072898361,-0.144764837,0.395954527,B
13808,4,Å®,28,-0.816482036,-0.691540545,0.781584518,0.673893909,-0.528920117,B
13811,4,ÄÐ,33,-0.377700198,0.509388262,-0.494050564,-0.649877521,1.091902318,B
13818,4,ÄÐ,54,-0.062768072,-0.493222026,3.120248835,4.609203365,1.480510209,B
13819,4,ÄÐ,41,-0.075742804,-0.619925524,0.143766977,0.112161485,-0.793541385,B
13828,4,ÄÐ,38,-0.345853129,-0.878841368,0.072898361,-0.179772176,-0.760737662,B
13831,5,ÄÐ,49,-0.240875754,-0.713575936,2.836774372,0.684438861,-0.03637167,B
13836,4,ÄÐ,45,-0.564064527,0.178857398,0.143766977,-0.177682186,0.641677329,B
13837,4,ÄÐ,45,-0.385956845,-0.663996306,0.285504208,0.101521534,2.200492629,B
13856,4,Å®,39,-0.283338512,-0.432624701,0.852453133,1.125046841,0.276230751,B
13859,4,ÄÐ,42,-0.302210849,-0.807226347,1.56113929,2.052337589,0.364682845,B
13867,4,ÄÐ,52,-0.271543301,-0.570345895,0.994190365,0.299880624,1.065582277,B
13875,4,ÄÐ,31,-0.257389049,-0.23981503,0.143766977,0.448934941,-0.533239751,B
13880,5,ÄÐ,38,-0.240875754,-0.779682109,2.907642988,2.681994702,-0.001572906,B
13885,4,Å®,71,-0.24795288,0.289034353,-0.281444717,-0.51911062,-1.088130592,B
13900,4,ÄÐ,47,-0.316365102,-0.300412355,0.214635592,0.278553222,-1.083010366,B
13909,4,ÄÐ,51,-0.25856857,-0.454660092,-0.210576101,-0.125289926,0.311307446,B
13935,4,ÄÐ,61,-0.526319853,-0.829261738,1.06505898,2.289646501,0.165784304,B
13945,5,ÄÐ,34,-0.593552554,-0.928420998,2.836774372,1.685876769,0.144412994,B
13946,4,ÄÐ,34,-0.393033972,-0.327956594,2.765905756,4.280599872,0.093678668,B
13961,5,ÄÐ,42,-0.286877075,-0.316938899,0.214635592,0.790505875,-0.164337231,B
13962,4,ÄÐ,32,-0.290415639,-0.790699804,0.002029746,0.027849372,-0.797633408,B
13963,6,ÄÐ,63,-0.378879719,-0.933929845,1.632007906,8.731376964,1.495263408,B
13969,5,ÄÐ,33,-0.308108455,-0.933929845,4.325015301,2.014147764,0.657191961,B
13977,4,Å®,54,-0.35764834,-0.157182314,1.348533443,1.207838961,3.969805134,B
13978,4,Å®,32,-0.365904987,0.156822007,0.072898361,0.006569469,0.572825149,B
13982,4,ÄÐ,58,-0.329339834,-0.366518528,-0.210576101,-0.227889456,-0.5277677,B
13988,5,ÄÐ,48,-0.371802592,-0.741120174,1.206796212,0.812308275,1.636413068,B
13993,4,Å®,53,-0.335237439,0.558967892,-0.352313333,-0.267741773,-1.135675233,B
14020,4,Å®,28,-0.364725466,-0.92291215,0.072898361,0.221125986,-0.118553236,B
14029,4,ÄÐ,38,-0.621861059,-0.939438693,0.285504208,0.891680411,-0.701311502,B
14052,4,ÄÐ,31,-0.428419604,-0.906385607,1.844613753,1.170409133,-0.762682193,B
14061,4,Å®,46,-0.418983435,-0.625434372,-0.139707486,0.034119343,-0.333529949,B
14068,4,ÄÐ,30,-1.093669488,0.22292818,-0.210576101,-0.359273853,-0.362238115,B
14111,4,Å®,60,-0.476779968,-0.708067088,0.498110055,0.520232114,0.171081722,B
14120,4,ÄÐ,45,-0.428419604,-0.856805977,0.568978671,1.279136134,0.198373358,B
14125,4,ÄÐ,47,-0.907305159,-0.779682109,1.06505898,3.140130101,0.763068992,B
14132,4,ÄÐ,36,-0.653708128,-0.735611327,0.568978671,0.288385677,0.218913724,B
14134,4,Å®,41,-0.507447516,-0.845788281,-0.494050564,-0.594540274,0.093088887,B
14135,4,ÄÐ,47,-0.387136366,-0.085567294,-0.06883887,0.005856973,-0.690193898,B
14164,4,ÄÐ,31,-0.316365102,-0.636452067,-0.494050564,-0.585657815,0.219008864,B
14181,4,ÄÐ,37,-0.54519219,-0.592381286,0.639847286,0.703676273,-0.282740205,B
14182,4,ÄÐ,40,-0.901407553,-0.944947541,1.915482368,1.273721159,-0.279722794,B
14197,4,ÄÐ,46,-0.660785255,-0.691540545,0.214635592,0.128691409,0.182662771,B
14230,4,Å®,37,-0.475600447,-0.377536224,-0.210576101,-0.172837208,0.822818801,B
14244,4,Å®,54,-0.45672811,-0.008443425,-0.210576101,-0.176969689,-0.209280759,B
14249,4,ÄÐ,39,-0.528678895,-0.537292808,-0.06883887,-0.110232495,-0.646887396,B
14255,4,ÄÐ,33,-0.481498052,-0.944947541,-0.210576101,-0.254536833,-0.867852468,B
14260,4,ÄÐ,73,-0.526319853,-0.851297129,1.986350984,1.191214037,0.124990564,B
14267,4,ÄÐ,41,-0.577039259,-0.735611327,0.923321749,1.720741609,-0.42025382,B
14272,5,ÄÐ,43,-0.464984757,-0.013952273,0.214635592,0.302160614,2.624974139,B
14277,4,Å®,58,-0.784634967,-0.008443425,0.285504208,0.910110326,0.386360783,B
14280,4,ÄÐ,41,-0.551089795,-0.471186635,0.072898361,0.127788913,-0.424395348,B
14297,4,ÄÐ,47,-0.482677573,-0.884350216,-0.139707486,-0.184237156,0.343726736,B
14298,4,ÄÐ,45,-0.510986079,-0.818244043,1.490270674,0.687051349,0.625186975,B
14300,5,ÄÐ,60,1.458814109,-0.807226347,0.356372824,0.240790895,0.166134533,B
14309,4,ÄÐ,44,-0.480318531,-0.889859063,-0.06883887,-0.256151826,0.468240938,B
14314,4,ÄÐ,37,-0.45672811,-0.829261738,0.710715902,0.214951014,-0.114832434,B
14332,4,ÄÐ,32,-0.544012669,-0.944947541,0.568978671,0.169018724,0.575067543,B
14342,4,ÄÐ,33,-0.54519219,-0.498730874,-0.139707486,-0.047865281,0.008291953,B
14346,4,ÄÐ,37,-0.556987401,-0.768664413,0.356372824,0.357355361,0.327329027,B
14359,4,Å®,54,-0.506267995,-0.586872438,1.986350984,3.42612629,0.104316255,B
14371,4,ÄÐ,37,-0.546371711,-0.900876759,1.56113929,1.264078703,-0.446418056,B
14374,4,ÄÐ,49,-0.561705485,-0.878841368,0.002029746,0.75663853,1.708595022,B
14432,4,ÄÐ,24,-0.556987401,-0.096584989,-0.352313333,-0.428101038,0.349982044,B
14434,4,ÄÐ,49,-0.551089795,0.327596287,-0.494050564,-0.563380417,-0.132731426,B
14436,5,ÄÐ,31,-0.541653627,-0.647469763,1.56113929,1.289491087,0.184983192,B
14441,4,ÄÐ,46,-0.493293263,-0.173708857,0.710715902,0.118003958,-0.498217861,B
14445,4,ÄÐ,45,-0.978076423,-0.184726553,-0.494050564,-0.660232473,1.050877775,B
14451,4,Å®,36,-0.750428856,-0.87333252,0.994190365,0.04129181,0.292032431,B
14468,5,ÄÐ,43,-0.855406231,-0.917403302,1.632007906,0.605114225,0.082665672,B
14469,4,ÄÐ,35,-0.841251979,-0.911894454,-0.352313333,-0.497118221,0.440329538,B
14471,5,ÄÐ,35,-0.837713415,-0.807226347,3.049380219,2.291783991,0.071126488,B
14488,4,Å®,43,-0.880176174,-0.509748569,-0.06883887,0.305343099,0.661417029,B
14492,4,ÄÐ,70,-1.08541284,-0.085567294,-0.139707486,-0.055370247,1.796543614,B
14493,4,ÄÐ,32,-0.447291941,-0.900876759,1.844613753,0.685056358,0.451519883,B
14515,4,ÄÐ,53,-1.072438108,-0.840279434,-0.352313333,-0.513885644,0.173700233,B
14520,4,ÄÐ,35,-0.4897547,0.702197933,-0.494050564,-0.664602453,-0.82333738,B
14521,4,ÄÐ,48,-0.455548588,-0.184726553,1.632007906,1.158581687,-0.439974313,B
14560,4,ÄÐ,48,-0.579398301,-0.526275113,-0.352313333,-0.452230927,-1.12934668,B
14564,4,Å®,30,-0.750428856,-0.818244043,1.56113929,0.585639314,0.426506831,B
14566,4,ÄÐ,47,-0.811763952,-0.944947541,-0.210576101,-0.334193968,0.384439879,B
14573,4,Å®,48,-0.566423569,-0.917403302,0.072898361,0.159518768,-0.645122492,B
14578,5,ÄÐ,31,-0.521601768,-0.757646718,0.356372824,-0.21159703,0.964813888,B
14579,4,ÄÐ,43,-0.45672811,-0.845788281,0.356372824,0.067701689,0.668808886,B
14584,4,ÄÐ,66,-0.528678895,-0.851297129,-0.494050564,0.672041418,-1.041048352,B
14599,4,ÄÐ,33,-0.607706807,-0.234306183,-0.281444717,-0.473890828,-0.510704862,B
14603,4,ÄÐ,18,-0.591193512,0.239454723,-0.06883887,0.292233159,-0.14459296,B
14604,4,ÄÐ,14,-0.641912918,-0.58136359,1.06505898,0.385427732,-0.711509434,B
14642,4,ÄÐ,45,-0.69970945,-0.790699804,-0.139707486,0.021009403,-0.24700107,B
14645,5,ÄÐ,46,-0.863662879,-0.790699804,2.269825447,1.81664367,0.634183749,B
14651,4,ÄÐ,45,-0.625399623,-0.785190956,0.852453133,0.697358802,-0.832031903,B
14661,4,Å®,32,-0.591193512,-0.939438693,-0.06883887,0.204073564,0.165977338,B
14667,5,ÄÐ,40,-0.712684182,-0.933929845,1.348533443,0.601931739,1.005730679,B
14670,4,ÄÐ,,-0.674939508,-0.636452067,-0.210576101,-0.488140762,0.799654956,B
14671,4,ÄÐ,43,-0.676119029,-0.575854742,0.994190365,0.552436966,0.598511619,B
14672,4,ÄÐ,57,-0.63365627,-0.619925524,0.498110055,0.364812827,0.529057751,B
14680,4,Å®,31,-0.660785255,-0.504239722,-0.281444717,-0.476930814,0.856034549,B
14685,4,Å®,40,-0.638374354,-0.377536224,-0.139707486,-0.127094918,-0.236063612,B
14686,4,ÄÐ,39,-0.641912918,-0.080058446,-0.281444717,-0.33158148,0.002330926,B
14690,4,ÄÐ,63,-0.742172209,-0.11862038,0.002029746,-0.15939477,0.358615073,B
14704,4,Å®,46,-0.684375676,0.746268715,-0.352313333,-0.487855764,-0.056506114,B
14705,4,ÄÐ,60,-0.670221423,-0.87333252,1.206796212,0.472542333,0.435232609,B
14708,4,Å®,32,-0.673759987,-0.586872438,0.002029746,0.455062413,-0.642436244,B
14731,4,Å®,46,-1.027616308,-0.928420998,-0.210576101,-0.534975548,0.586934363,B
14734,4,ÄÐ,28,-1.000487323,-0.11862038,-0.494050564,-0.582902828,-0.765302733,B
14736,4,ÄÐ,52,-0.768121672,-0.906385607,0.427241439,0.406945133,0.659720099,B
14737,4,ÄÐ,57,-0.770480714,-0.548310504,-0.210576101,0.230625942,2.767384838,B
14758,4,Å®,26,-0.66668286,-0.113111532,0.214635592,-0.13977736,-0.919438644,B
14774,4,Å®,38,-0.718581787,-0.840279434,2.695037141,1.477685224,0.182486158,B
14775,4,ÄÐ,30,-0.956845044,-0.856805977,-0.06883887,-0.262611796,-0.255906967,B
14785,5,ÄÐ,40,-0.711504661,-0.944947541,0.214635592,0.265538282,0.059597345,B
14786,4,ÄÐ,34,-0.702068492,-0.58136359,0.285504208,-0.033947845,0.573963062,B
14789,4,Å®,45,-0.598270638,0.013591966,-0.210576101,-0.297524136,1.944884247,B
14805,4,Å®,51,-0.942690791,-0.399571615,-0.06883887,-0.240476898,-0.197692748,B
14818,4,ÄÐ,35,-0.654887649,-0.432624701,-0.494050564,-0.570315386,-1.026973661,B
14820,4,ÄÐ,37,-0.661964776,-0.741120174,-0.281444717,-0.290589168,-0.680648684,B
14824,4,ÄÐ,77,-0.759865025,-0.28939466,0.356372824,0.605541723,-0.187729146,B
14827,4,ÄÐ,34,-0.883714737,0.057662748,-0.494050564,-0.473225831,-1.002511143,B
14835,4,Å®,32,-0.921459411,0.10173353,-0.494050564,-0.586560311,0.323070075,B
14846,4,ÄÐ,28,-0.771660235,-0.454660092,0.568978671,-0.210552035,0.188056616,B
14851,4,ÄÐ,32,-0.752787898,-0.465677788,-0.281444717,-0.137924868,-0.196772134,B
14867,5,ÄÐ,36,-0.658426213,-0.867823672,1.702876521,2.235021751,-0.146630699,B
14869,4,Å®,28,-0.684375676,-0.92291215,0.994190365,0.633661594,0.65942598,B
14880,4,ÄÐ,55,-0.942690791,-0.625434372,0.356372824,0.273755744,-0.4716679,B
14893,4,Å®,47,-0.902587074,-0.906385607,0.356372824,0.259125811,-0.102380595,B
14895,4,ÄÐ,35,-0.893150906,0.189875093,-0.494050564,-0.207939547,-0.686947626,B
